origin,dest,nation,n,p1,p99,n_clipped,cutoff_computed_on,sample
FLL,CTG,US,163,-5.19705379587732,6.65073752594036,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,CUN,US,218,-5.707234949989119,11.423910200523101,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,CXY,US,19,-2.837252747252748,2.336043956043958,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,ELH,US,228,-7.180490041928716,23.780138784696092,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,FPO,US,227,-5.569076243821291,14.731753719251786,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,GCM,US,29,-20.810835483870964,4.606588089330037,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,GGT,US,183,-7.671197132616491,8.998629891798979,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,GHB,US,141,-6.930224403927066,10.547158218125958,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,GHC,US,16,-16.736119144013884,39.93028846153845,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,GUA,US,182,-7.396051587301592,6.138276143790843,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,GYE,US,44,-17.055292050691243,8.990670828375643,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,HAV,US,40,-3.4842590091683237,17.39509012824007,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,HOG,US,14,-10.262311827957,3.0057802419354855,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,KIN,US,204,-4.770139608672662,4.010989861303847,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,LIM,US,161,-12.095131845841797,13.535891230809256,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,MBJ,US,197,-3.8008680161943347,3.66811881624015,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,MDE,US,153,-6.824677276456132,5.91915938344192,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,MEX,US,28,-11.517818965517229,8.612016129032268,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,MGA,US,138,-6.831374223602501,6.093238965626728,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,MHH,US,220,-8.42790827857915,22.73198819875776,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,NAS,US,379,-9.76124172986834,11.968659196184612,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,NSB,US,48,-11.021168709216496,18.400780303879955,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,PAP,US,205,-3.706389324960763,5.107121143481996,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,PID,US,14,-2.5188868078714552,12.511852801616078,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,PLS,US,58,-18.69946428571428,8.195169745484396,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,POS,US,50,-4.990108123569788,5.774080882352925,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,PTY,US,139,-6.8319658119658015,6.567128205128212,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
FLL,PUJ,US,130,-6.572470588235297,3.6299353586681615,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
